created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Aug 27 12:31:36 +0000 2023;1695776072510628349;"Kerja Nyata Ganjar Pranowo  @ganjarpranowo  @AITS_GP   #AITSGP #Ganjar2024 #GanjarPresiden https://t.co/niWE5VhxBU";0;0;0;0;in;1651607387462324225;1695776072510628349;AITS_GP;https://twitter.com/AITS_GP/status/1695776072510628349
Sun Aug 27 12:31:07 +0000 2023;1695775950011810299;"Ganjar diapresiasi wakil ketua KPK atas Penanganan dan penerapan sistem pencegahan korupsi di Jateng.  #GanjarBawaRIMaju https://t.co/wgNVlNN6OF";0;0;0;0;in;2468573928;1695775950011810299;rannellie24;https://twitter.com/rannellie24/status/1695775950011810299
Sun Aug 27 12:31:05 +0000 2023;1695775943938232827;"Mantap pak ganjar kami mendukung mu #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/B1HCInUCiY";0;0;0;0;in;1566358725769605121;1695775943938232827;infoKMz;https://twitter.com/infoKMz/status/1695775943938232827
Sun Aug 27 12:31:05 +0000 2023;1695775942151422126;"Pemimpin yang peduli dengan rakyat #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/RH9ADz9aQb";0;0;0;0;in;1566358725769605121;1695775942151422126;infoKMz;https://twitter.com/infoKMz/status/1695775942151422126
Sun Aug 27 12:31:05 +0000 2023;1695775941073535306;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/xOQ32y1lzN";0;0;0;0;in;1566358725769605121;1695775941073535306;infoKMz;https://twitter.com/infoKMz/status/1695775941073535306
Sun Aug 27 12:31:04 +0000 2023;1695775939769110954;"Dukung Ganjar Presiden 2024, Ganjar Pranowo bersih #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/lXioHNWxPi";0;0;0;0;in;1566358725769605121;1695775939769110954;infoKMz;https://twitter.com/infoKMz/status/1695775939769110954
Sun Aug 27 12:31:04 +0000 2023;1695775939664253210;"Ulama dukung ganjar #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/18E3VEaoZX";0;0;0;0;in;1566358725769605121;1695775939664253210;infoKMz;https://twitter.com/infoKMz/status/1695775939664253210
Sun Aug 27 12:31:04 +0000 2023;1695775938460484074;"Mantep dah ganjar #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/BJmbiHiC4M";0;0;0;0;in;1566358725769605121;1695775938460484074;infoKMz;https://twitter.com/infoKMz/status/1695775938460484074
Sun Aug 27 12:31:04 +0000 2023;1695775937403478147;"Luar biasa! Satukan dukungan untuk ganjar #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/oVzF7wwzad";0;0;0;0;in;1566358725769605121;1695775937403478147;infoKMz;https://twitter.com/infoKMz/status/1695775937403478147
Sun Aug 27 12:30:57 +0000 2023;1695775909926842452;"Ganjar diapresiasi wakil ketua KPK atas Penanganan dan penerapan sistem pencegahan korupsi di Jateng.  #GanjarBawaRIMaju https://t.co/JLo5MvGCQp";0;0;0;0;in;1496809286735138820;1695775909926842452;Curseezd;https://twitter.com/Curseezd/status/1695775909926842452
Sun Aug 27 12:30:54 +0000 2023;1695775896156946561;"@DPP_PKB @cakimiNOW Hijaukan gus";0;0;0;0;in;1681336578017497088;1695739988321935550;GanjarHil1122;https://twitter.com/GanjarHil1122/status/1695775896156946561
Sun Aug 27 12:30:46 +0000 2023;1695775861956555233;"@WagimanDeep212_ @__AnakKolong Kalau sudah tau Prabowo bersalah kenapa dibantu untuk pulang.  Kenapa setelah pulang tidak di bawa ke pengadilan.  Harusnya kalian guard dog Ganjar menuntut pertanggungjawaban Megawati, SBY, Jokowi.";0;0;0;0;in;2881653068;1695310563554005324;AGoeci;https://twitter.com/AGoeci/status/1695775861956555233
Sun Aug 27 12:30:29 +0000 2023;1695775791873958020;"Ganjar tegaskan Pemprov Jateng terus gencarkan berbagai strategi pengaru tamaan gender.  #GanjarBawaRIMaju https://t.co/8hOTQPkl7Q";0;0;0;0;in;2468573928;1695775791873958020;rannellie24;https://twitter.com/rannellie24/status/1695775791873958020
Sun Aug 27 12:30:27 +0000 2023;1695775782730359039;"@yusuf_dumdum @aniesbaswedan Tumben nih buzzerpnya Ganjar yg biasanya nyebarin fitnah &amp  hoaks skrg malah muji2 @aniesbaswedan, pake 👍👍👍 lagi. Gimana Anies gak tambah ngetop? 🤣🤣🤣. Nih kutambahin infonya biar lebih lengkap nangkep visinya Anies. Teruslah posting yg seperti ini. Tetap semangat. 💪💪💪 https://t.co/95PHQelhWd";0;0;0;0;in;41801193;1695628552945983907;TeguhSudarisman;https://twitter.com/TeguhSudarisman/status/1695775782730359039
Sun Aug 27 12:30:16 +0000 2023;1695775736878285256;"@mickolv_idas @Johan46650559 Ini berkat Doa &amp  Kerja Keras.. Allah Meridhoi Ganjar Pranowo Kembali menguasai elektabilitas..  https://t.co/mpQ5AZ2sP0";0;0;0;0;in;1556789140435324929;1695700043561639994;Kanjeng2022;https://twitter.com/Kanjeng2022/status/1695775736878285256
Sun Aug 27 12:30:15 +0000 2023;1695775733485040108;"Ganjar tegaskan Pemprov Jateng terus gencarkan berbagai strategi pengaru tamaan gender.  #GanjarBawaRIMaju https://t.co/LdvsusDaL0";0;0;0;0;in;1496809286735138820;1695775733485040108;Curseezd;https://twitter.com/Curseezd/status/1695775733485040108
Sun Aug 27 12:29:36 +0000 2023;1695775569873695004;"Ganjar ajak seluruh kader PDI Perjuangan sejahteng untuk seruduk sekat-sekat penghambat kemajuan bangsa.  #GanjarBawaRIMaju https://t.co/ZAEHqkSnyR";0;0;0;0;in;2468573928;1695775569873695004;rannellie24;https://twitter.com/rannellie24/status/1695775569873695004
Sun Aug 27 12:29:32 +0000 2023;1695775553369096251;"Hello Sobat Milenial ✨✨✨  Keindahan senyum dan laku bunda @atikoh.s yang membuat ayah @ganjar_pranowo menjadi pemimpin penuh dengan cinta dan kasih.    #istriganjar #ganjarpranowo #indonesiatangguh #ayahganjarpresidenku #ganjarmilenialcenter #ganjarpresiden2024 https://t.co/4ZIXf2CoIv";0;0;0;0;in;1514664626059104256;1695775553369096251;gmcjateng;https://twitter.com/gmcjateng/status/1695775553369096251
Sun Aug 27 12:29:31 +0000 2023;1695775547488620674;"Srikandi ganjar jabodetabek bersama bestie bestie berkunjung ke Monas, Tempat Wisata Sejarah yang Berlokasi di Jakarta Pusat Salah satu tempat wisata sejarah yang berlokasi di Jakarta Pusat adalah Monas.  #ganjarpranowo #ganjaruntuksemua #ganjarpresiden2024 #tuankuyarakyat https://t.co/QzWZdW0Enz";0;0;0;0;in;1623269152445325312;1695775547488620674;Srikandi_Ganjar;https://twitter.com/Srikandi_Ganjar/status/1695775547488620674
Sun Aug 27 12:29:20 +0000 2023;1695775502462751153;"Ganjar ajak seluruh kader PDI Perjuangan sejahteng untuk seruduk sekat-sekat penghambat kemajuan bangsa.  #GanjarBawaRIMaju https://t.co/5vypg0FLvG";0;0;0;0;in;1496809286735138820;1695775502462751153;Curseezd;https://twitter.com/Curseezd/status/1695775502462751153
Sun Aug 27 12:28:49 +0000 2023;1695775372359639270;"Ganjar Nyatakan ekonomi sirkular dapat diselesaikan masalah lingkungan.  #GanjarBawaRIMaju https://t.co/YOic2HaJKS";0;0;0;0;in;2468573928;1695775372359639270;rannellie24;https://twitter.com/rannellie24/status/1695775372359639270
Sun Aug 27 12:28:42 +0000 2023;1695775343670636737;"Dalam usahanya untuk meningkatkan kawasan rekreasi, Ganjar mengusung ide revitalisasi yang berfokus pada konsep lingkungan yang lestari.  #GanjarBawaRIMaju #BTSกลับไปไม่รู้จักกันNuNew LISA AWES LOS ANGELES KIM MINGYU EXO GLOW TO YOU Shibal WELCOME TO INDONESIA EXO bonus 20x lipat https://t.co/6TF8KEj1hs";0;0;3;3;in;1666379015366807552;1695775343670636737;LampungGanjar;https://twitter.com/LampungGanjar/status/1695775343670636737
Sun Aug 27 12:28:36 +0000 2023;1695775316785168625;"@BiLLRaY2019 @bagaspati168 🤟";0;0;0;0;qme;1637841258231271424;1695742168651141427;Ganjar_Andika08;https://twitter.com/Ganjar_Andika08/status/1695775316785168625
Sun Aug 27 12:28:35 +0000 2023;1695775314339868834;"Ganjar Nyatakan ekonomi sirkular dapat diselesaikan masalah lingkungan.  #GanjarBawaRIMaju https://t.co/UR38JrKL1G";0;0;0;0;in;1496809286735138820;1695775314339868834;Curseezd;https://twitter.com/Curseezd/status/1695775314339868834
Sun Aug 27 12:28:35 +0000 2023;1695775312221753355;"Launching Rumah Kita XVG (EXTRAVAGANJAR) PADA Minggu,27 Agustus 2023 di Jl. Tangkas Baru No.E2 Setia Budi Jakarta Selatan dihadiri Bacapres dari PDI P Ganjar Pranowo dan beberapa artis ternama seperti @ONCEmkl ,@ananghijau, Andre Hehanussa .  #ExtravaGanjar  @ganjarpranowo https://t.co/DxzBf8oqVp";0;0;0;0;in;1214218873651650561;1695775312221753355;CleoDevira99;https://twitter.com/CleoDevira99/status/1695775312221753355
Sun Aug 27 12:28:23 +0000 2023;1695775261739077842;"@bagaspati168 @seruanhl @PDI_Perjuangan @puanmaharani_ri @yennywahid @ganjarpranowo cawapres Purn Jendral ANDIKA?  APA Yenny?";0;0;0;0;in;1637841258231271424;1695720421180739901;Ganjar_Andika08;https://twitter.com/Ganjar_Andika08/status/1695775261739077842
Sun Aug 27 12:27:49 +0000 2023;1695775122735665234;"Ganjar sebut perempuan haarus berani maju dan berdaya.  #GanjarBawaRIMaju https://t.co/VisVV2P5Ae";0;0;0;0;in;2468573928;1695775122735665234;rannellie24;https://twitter.com/rannellie24/status/1695775122735665234
Sun Aug 27 12:27:38 +0000 2023;1695775076178932148;"@bagaspati168 @seruanhl @PDI_Perjuangan @puanmaharani_ri @yennywahid Mks fb y 🙏🤣";0;0;0;0;in;1637841258231271424;1695720421180739901;Ganjar_Andika08;https://twitter.com/Ganjar_Andika08/status/1695775076178932148
Sun Aug 27 12:27:34 +0000 2023;1695775059103924563;"Ahok meyakini mantan rekannya di Komisi II DPR, Ganjar Pranowo tak terlibat kasus korupsi e-KTP. 😋😌 https://t.co/FTa9UbxPTC";0;0;0;0;in;1590515883327115264;1695775059103924563;tita_evi;https://twitter.com/tita_evi/status/1695775059103924563
Sun Aug 27 12:27:23 +0000 2023;1695775012748443992;"Ahok meyakini mantan rekannya di Komisi II DPR, Ganjar Pranowo tak terlibat kasus korupsi e-KTP. 😚😋 https://t.co/ImUjboJJrU";0;0;0;0;in;1589880402520420353;1695775012748443992;charlie6255;https://twitter.com/charlie6255/status/1695775012748443992
Sun Aug 27 12:27:15 +0000 2023;1695774979865149557;"Ahok meyakini mantan rekannya di Komisi II DPR, Ganjar Pranowo tak terlibat kasus korupsi e-KTP. 😌😜 https://t.co/AjfLKIIyWN";0;0;0;0;in;1589877935640825856;1695774979865149557;celine8548;https://twitter.com/celine8548/status/1695774979865149557
Sun Aug 27 12:27:07 +0000 2023;1695774946323296344;"Ahok meyakini mantan rekannya di Komisi II DPR, Ganjar Pranowo tak terlibat kasus korupsi e-KTP. 😉😊 https://t.co/MYGR7Qkal3";0;0;0;0;in;1589878980534243329;1695774946323296344;gavin9952;https://twitter.com/gavin9952/status/1695774946323296344
Sun Aug 27 12:26:59 +0000 2023;1695774913225965915;"Ahok meyakini mantan rekannya di Komisi II DPR, Ganjar Pranowo tak terlibat kasus korupsi e-KTP. https://t.co/W68IY9MCVd";0;0;0;0;in;1589857328735526913;1695774913225965915;fitriya20510869;https://twitter.com/fitriya20510869/status/1695774913225965915
Sun Aug 27 12:26:36 +0000 2023;1695774816836755796;"Lanjutkan bersama Ganjar Pranowo Capres RI 2024 https://t.co/pSuBuJZO6u";0;0;0;0;in;1579164333413892096;1695774816836755796;recky_sumilang;https://twitter.com/recky_sumilang/status/1695774816836755796
Sun Aug 27 12:26:22 +0000 2023;1695774757579551003;"Ganjar sebut perempuan harus berani maju dan berdaya.  #GanjarBawaRIMaju https://t.co/XWLD8Z2xaj";0;0;0;0;in;1496809286735138820;1695774757579551003;Curseezd;https://twitter.com/Curseezd/status/1695774757579551003
Sun Aug 27 12:26:17 +0000 2023;1695774735232385321;"Wakil Ketua KPK Berikan Apresisi Kepada Ganjar, Atas Penanganan dan Penerapan Sistem Pencegahan Korupsi di Jateng.  #GanjarBawaRIMaju #BTSกลับไปไม่รู้จักกันNuNew LISA AWES LOS ANGELES KIM MINGYU EXO GLOW TO YOU Shibal Besok Senin WELCOME TO INDONESIA EXO bonus 20x lipat Ernando https://t.co/TRC1x2aYee";0;0;3;5;in;1603170886370074635;1695774735232385321;KalselForGanjar;https://twitter.com/KalselForGanjar/status/1695774735232385321
Sun Aug 27 12:26:13 +0000 2023;1695774719289790829;"@Wedhuzjr @EDH012 @__AnakKolong 2 orang Presiden dari PDIP bisa tuntut melindungi penjahat jika memang Prabowo bersalah. Berani nggak anjing-anjing penyalak Ganjar menuntut Megawati dan Jokowi?";0;0;0;0;in;2881653068;1695310563554005324;AGoeci;https://twitter.com/AGoeci/status/1695774719289790829
Sun Aug 27 12:25:57 +0000 2023;1695774649693634810;"Ganjar Nyatakan siap bergerak sat set majukan Indonesia.  #GanjarBawaRIMaju https://t.co/gj7jl8kFaw";0;0;0;0;in;2468573928;1695774649693634810;rannellie24;https://twitter.com/rannellie24/status/1695774649693634810
Sun Aug 27 12:25:47 +0000 2023;1695774609092845696;"Ganjar Nyatakan siap bergerak sat set majukan Indonesia.  #GanjarBawaRIMaju https://t.co/1h3cHc8jVl";0;0;0;0;in;1496809286735138820;1695774609092845696;Curseezd;https://twitter.com/Curseezd/status/1695774609092845696
Sun Aug 27 12:25:37 +0000 2023;1695774566008959372;"Ganjar Pranowo tetap fokus bekerja menjelang akhir masa jabatan Gubernur https://t.co/YqRHr41MQa";0;0;0;0;in;1579164333413892096;1695774566008959372;recky_sumilang;https://twitter.com/recky_sumilang/status/1695774566008959372
Sun Aug 27 12:25:14 +0000 2023;1695774470462492743;"Ganjar sukses bangun 1137 embung dalam 10 tahun masa kepemimpinannya, berkat kerja kolaborasi yg solid antar institusi pemerintahan https://t.co/cON82gBisb";0;0;0;0;in;1680429825922564096;1695774470462492743;auliya_zifa;https://twitter.com/auliya_zifa/status/1695774470462492743
Sun Aug 27 12:25:11 +0000 2023;1695774457393283395;"Ganjar apresiasi para buruh pabrik yang berjasa ciptakan situasi kondusif hingga menarik investasi triliunan rupiah.  #GanjarBawaRIMaju https://t.co/TiSmpOCXaJ";0;0;0;0;in;2468573928;1695774457393283395;rannellie24;https://twitter.com/rannellie24/status/1695774457393283395
Sun Aug 27 12:25:02 +0000 2023;1695774422161055843;"@genx36545403 @ganjarpranowo @__AnakKolong @Dennysiregar7 @BamsAlhea @pengarang_sajak @AlmaghribiS @Chaves1305 @yantanu2_08 Hebat nya pak Pak Ganjar mengakui kesalahan nya dan berusàha memperbaiki kesalahan nya...😉 saat entaskan 1 juta kemiskinan di jateng😊 https://t.co/Za0KbiGeQS";0;0;0;1;in;1669579018545561601;1695670570380406837;Alvonski134873;https://twitter.com/Alvonski134873/status/1695774422161055843
Sun Aug 27 12:24:59 +0000 2023;1695774407229423681;"Ganjar apresiasi para buruh pabrik yang berjasa ciptakan situasi kondusif hingga menarik investasi triliunan rupiah.  #GanjarBawaRIMaju https://t.co/6suQeJ4Bjt";0;0;0;0;in;1496809286735138820;1695774407229423681;Curseezd;https://twitter.com/Curseezd/status/1695774407229423681
Sun Aug 27 12:24:37 +0000 2023;1695774317009920473;"@Kimberley_2024 Pak Ganjar sdh membantu anak anak miskin untuk mencapai cita cita menjadi tulang punggung keluarga https://t.co/MzL4KbeQcN";0;0;0;0;in;202893943;1695664831205093623;5dhany5;https://twitter.com/5dhany5/status/1695774317009920473
Sun Aug 27 12:24:31 +0000 2023;1695774288782258391;"@alextham878 Iya, PDIP jangan tanggung..  Cawapres mas Ganjar yg paling pas sesuai dengan cita2 Pildun U20 itu ya mas Anies Baswedan...  Nda usah malu2 lah... 😆";0;0;0;0;in;122308206;1695760127662711120;Mahesa_Aditya_;https://twitter.com/Mahesa_Aditya_/status/1695774288782258391
Sun Aug 27 12:24:29 +0000 2023;1695774283082223671;"Hadiri silaturahmi masyarakat se-indonesia Ganjar disambut lantunan Sholawat,  #GanjarBawaRIMaju https://t.co/XDx8QVC7BA";0;0;0;0;in;2468573928;1695774283082223671;rannellie24;https://twitter.com/rannellie24/status/1695774283082223671
Sun Aug 27 12:24:28 +0000 2023;1695774279173091518;"Ganjar Pranowo genjot pembangunan infrastruktur https://t.co/h7ScBXkjFg";0;0;0;0;in;1579164333413892096;1695774279173091518;recky_sumilang;https://twitter.com/recky_sumilang/status/1695774279173091518
Sun Aug 27 12:24:19 +0000 2023;1695774241885733134;"Hadiri silaturahmi masyarakat se-indonesia Ganjar disambut lantunan Sholawat,  #GanjarBawaRIMaju https://t.co/uDlk0jyRDI";0;0;0;0;in;1496809286735138820;1695774241885733134;Curseezd;https://twitter.com/Curseezd/status/1695774241885733134
Sun Aug 27 12:24:02 +0000 2023;1695774168586019152;"https://t.co/1tkCF4qVkw";0;0;0;0;zxx;1516073366993915906;1695774168586019152;srikandiganjar_;https://twitter.com/srikandiganjar_/status/1695774168586019152
Sun Aug 27 12:23:58 +0000 2023;1695774150856770002;"Ini dia yang bikin Ibu Atiqoh meleleh🤭  #GanjarAyahIdaman #TetapPilihGanjar #SolidDiBelakangGanjar #AFFKacau Dwi Sasono Besok Senin Dipelihara Shibal #AFFU23 Beneran bonus 20x lipat Yaqiong https://t.co/CHTobwCXpD";0;0;0;1;in;1460117705910935557;1695774150856770002;GanjarKu_;https://twitter.com/GanjarKu_/status/1695774150856770002
Sun Aug 27 12:23:52 +0000 2023;1695774128874094759;"Listrik gratis utk warga miskin di Jateng, bukti kerja nyata Ganjar utk warga https://t.co/bwGYsOrFBp";0;0;0;0;in;1680429825922564096;1695774128874094759;auliya_zifa;https://twitter.com/auliya_zifa/status/1695774128874094759
Sun Aug 27 12:23:45 +0000 2023;1695774099631649014;"Ganjar pranowo optimis Indonesia berada dalam tahap transformasi menuju negara maju berkat pemerintahan Jokowi yang berhasil lakukan terobosan.  #GanjarBawaRIMaju https://t.co/boQuITILtf";0;0;0;0;in;2468573928;1695774099631649014;rannellie24;https://twitter.com/rannellie24/status/1695774099631649014
Sun Aug 27 12:23:31 +0000 2023;1695774037400777137;"Ganjar pranowo optimis Indonesia berada dalam tahap transformasi menuju negara maju berkat pemerintahan Jokowi yang berhasil lakukan terobosan.  #GanjarBawaRIMaju https://t.co/NSEOTYbLFh";0;0;0;0;in;1496809286735138820;1695774037400777137;Curseezd;https://twitter.com/Curseezd/status/1695774037400777137
Sun Aug 27 12:23:22 +0000 2023;1695774003200401765;"Srikandi Ganjar DPW Sulawesi Selatan mengadakan Tournament Mobile Legend merayakan 17 Agustus yang di adakan di Kota Makassar   #GanjarPranowo  #Ganjar  #SrikandiGanjar #TournamentMobileLegend #Pilihyangrambutputih #ganjarpresiden2024 #gardaperempuanilenial #srikandiganjarsulsel https://t.co/H7o2lpmYD6";0;0;0;0;in;1516073366993915906;1695774003200401765;srikandiganjar_;https://twitter.com/srikandiganjar_/status/1695774003200401765
Sun Aug 27 12:23:22 +0000 2023;1695773999295320213;"Gagasan Ganjar Kartu Jateng sejahtera terbukti efektif merawat fakir miskin dan lansia di Jateng https://t.co/4dfNibjpUc";0;0;0;0;in;1680429825922564096;1695773999295320213;auliya_zifa;https://twitter.com/auliya_zifa/status/1695773999295320213
Sun Aug 27 12:23:18 +0000 2023;1695773985961906283;"Profil ganjar pranowo  #ganjarpranowo #bobycgodhem https://t.co/2VpkQuam81 lewat @YouTube";0;0;0;0;in;796027753287938049;1695773985961906283;Bobyc71275;https://twitter.com/Bobyc71275/status/1695773985961906283
Sun Aug 27 12:23:18 +0000 2023;1695773985508888632;"Kemeriahan festival Bunga dan pentas seni Bandungan bersama Ganjar Pranowo https://t.co/HkBSKTleMg";0;0;0;0;in;1579164333413892096;1695773985508888632;recky_sumilang;https://twitter.com/recky_sumilang/status/1695773985508888632
Sun Aug 27 12:23:15 +0000 2023;1695773971269185701;"Srikandi Ganjar DPW Sulawesi Selatan mengadakan Tournament Mobile Legend merayakan 17 Agustus yang di adakan di Kota Makassar   #GanjarPranowo  #Ganjar  #SrikandiGanjar #TournamentMobileLegend #Pilihyangrambutputih #ganjarpresiden2024 #gardaperempuanilenial #srikandiganjarsulsel https://t.co/DbXTgb3QCD";0;0;0;0;in;1516073366993915906;1695773971269185701;srikandiganjar_;https://twitter.com/srikandiganjar_/status/1695773971269185701
Sun Aug 27 12:22:59 +0000 2023;1695773904282009943;"Ganjar apresiasi Pemuda Muhammadiyah dalam memanfaatkan bonus demografi lewat pendidikan.  #GanjarBawaRIMaju https://t.co/zhnFx1ww2Q";0;0;0;0;in;2468573928;1695773904282009943;rannellie24;https://twitter.com/rannellie24/status/1695773904282009943
Sun Aug 27 12:22:40 +0000 2023;1695773825479356630;"Ganjar apresiasi Pemuda Muhammadiyah dalam memanfaatkan bonus demografi lewat pendidikan.  #GanjarBawaRIMaju https://t.co/eA8NpcCi3n";0;0;0;0;in;1496809286735138820;1695773825479356630;Curseezd;https://twitter.com/Curseezd/status/1695773825479356630
Sun Aug 27 12:22:25 +0000 2023;1695773763294642263;"Yakin 100% kalau Ganjar Pranowo akan memajukan Pembangunan di seluruh Indonesia #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/uwJkoLwtgC";0;0;0;0;in;1564299008830361601;1695773752477536339;pekerjamalam00;https://twitter.com/pekerjamalam00/status/1695773763294642263
Sun Aug 27 12:22:25 +0000 2023;1695773762098966795;"Kesuksesan Ganjar inisiasi SMKN Jateng, sekolah gratis khusus bagi siswa miskin. Kini terbukti putus kemiskinan melalui pendidikan https://t.co/oeK09K2qQa";0;0;0;0;in;1680429825922564096;1695773762098966795;auliya_zifa;https://twitter.com/auliya_zifa/status/1695773762098966795
Sun Aug 27 12:22:25 +0000 2023;1695773760790663610;"Ganjar Pranowo sudah cocok untuk menjadi Presiden di 2024 nanti #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/Czc5VodIq1";0;1;0;0;in;1564299008830361601;1695773752477536339;pekerjamalam00;https://twitter.com/pekerjamalam00/status/1695773760790663610
Sun Aug 27 12:22:24 +0000 2023;1695773758139900005;"Pemimpin yang sederhana dan dicintai Rakyat ya Ganjar Pranowo #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/045vzRxqks";0;1;0;0;in;1564299008830361601;1695773752477536339;pekerjamalam00;https://twitter.com/pekerjamalam00/status/1695773758139900005
Sun Aug 27 12:22:23 +0000 2023;1695773755593970053;"Ganjar Pranowo ialah Capresnya Wong Cilik ! #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/qcRMWLI77a";0;1;0;0;in;1564299008830361601;1695773752477536339;pekerjamalam00;https://twitter.com/pekerjamalam00/status/1695773755593970053
Sun Aug 27 12:22:23 +0000 2023;1695773752477536339;"Ganjar bersama Rakyat Indonesia ! Dukung Ganjar Pranowo #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/YyY5RRx5yz";0;1;0;0;in;1564299008830361601;1695773752477536339;pekerjamalam00;https://twitter.com/pekerjamalam00/status/1695773752477536339
Sun Aug 27 12:22:13 +0000 2023;1695773710375133655;"Nah kan kalo kayak gini yg sebelah makin brisik deh pastinya  Lewat 3 perda baru Pak Ganjar Pranowo beri manfaat Untuk masyarakat Udah yaa tetangga jangan rewel muluk https://t.co/lwbL8BXDNc";0;0;1;2;in;1049488491178995712;1695773710375133655;parwatyRizky;https://twitter.com/parwatyRizky/status/1695773710375133655
